dev,name,batch_size,_compile.compile_inner,compile_attempt_0,bytecode_tracing,get_fake_value,create_proxy,wrap_to_fake_tensor_and_record,variable_builder_call,compile_attempt_1,build_guards,gc,insert_deferred_runtime_asserts,OutputGraph.call_user_compiler,inductor_import,inductor_codecache_torch_key,_recursive_pre_grad_passes,pass.pre_grad_passes.group_batch_fusion_passes,pass.pre_grad_passes.efficient_conv_bn_eval_pass,pass.pre_grad_passes.apply_gumbel_max_trick_pass,create_aot_dispatcher_function,aot_collect_metadata,compile_fx.<locals>.fw_compiler_base,_recursive_joint_graph_passes,pass.joint_graph_passes.remove_noop_ops,pass.joint_graph_passes.constant_fold_uniform_value,pass.joint_graph_passes.pass_pattern_0,pass.joint_graph_passes.pass_pattern_1,compile_fx_inner,fx_codegen_and_compile,additional_fake_tensor_prop,_recursive_post_grad_passes,pass.post_grad_passes.reorder_for_locality,pass.post_grad_passes.remove_profiler_ops,pass.post_grad_passes.post_grad_custom_pre_pass,pass.post_grad_passes.remove_noop_ops,pass.post_grad_passes.remove_assert_ops,pass.post_grad_passes.pass_pattern_0,pass.post_grad_passes.pass_pattern_1,pass.post_grad_passes.pass_pattern_2,pass.post_grad_passes.stable_sort,pass.post_grad_passes.move_constructors_to_cuda,pass.post_grad_passes.reinplace_inplaceable_ops,pass.post_grad_passes.decompose_triton_kernel_wrapper_functional,pass.post_grad_passes.decompose_auto_functionalized,pass.post_grad_passes.decompose_scan_to_while_loop,pass.post_grad_passes.decompose_map_to_while_loop,GraphLowering.run,GraphLowering.compile_to_fn,GraphLowering.compile_to_module,GraphLowering.codegen,Scheduler.__init__,Scheduler.fused_nodes,Scheduler.codegen,PythonWrapperCodegen.generate,PyCodeCache.load_by_key_path,async_compile.precompile,async_compile.wait,TritonBundler.collect,cudagraphify.get_container,CachingAutotuner.benchmark_all_configs,AOTAutogradCache.inductor_load,TritonBundler.read_and_emit,TritonBundler.load_cached_static_autotuners,StaticAutotunerFuture.warm_precompile,compile_attempt_2,CUDAGraphNode.record
cuda,MobileBertForMaskedLM,128,7.693355,7.218659,4.103307,1.444370,0.231675,0.370828,1.117181,0.083390,2.857705,0.116232,0.114531,0.019036,0.000031,0.003093,0.000022,0.114729,0.001260,0.000502,0.100041,0.035614,0.034768,0.021465,0.440613,0.000186,0.004855,0.109597,0.020467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,AllenaiLongformerBase,4,7.001298,6.034470,5.444306,3.669938,0.297948,0.135426,0.461338,0.722343,0.209515,0.004071,0.115834,1.095527,0.117409,0.115567,0.018318,0.000100,0.002669,0.000079,0.081240,0.002886,0.001192,0.038441,0.010251,0.010122,0.008077,0.010181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,GoogleFnet,16,6.508874,6.403725,0.747941,0.291265,0.033694,0.064776,0.197133,0.012620,5.618867,0.117328,0.115907,0.007168,0.000029,0.000543,0.000022,4.946856,0.258773,3.555952,0.245459,0.005309,0.020814,0.069160,0.002028,3.309811,3.303994,0.200816,0.341234,0.001974,0.000131,0.000039,0.002497,0.000020,0.000010,0.034023,0.110284,0.001174,0.001885,0.026409,0.000094,0.001183,0.000040,0.000027,0.540719,1.967041,1.966991,1.799735,0.765344,0.141348,1.025891,0.051218,0.165951,0.153859,0.003277,0.099852,0.000325,0.005042,0.275518,0.015305,0,0,0,0,0,0,0
cuda,GoogleFnet,16,6.230565,6.141919,0.717654,0.279416,0.033069,0.061526,0.187474,0.011976,5.389335,0.117098,0.115756,0.006787,0.000028,0.000542,0.000021,4.725804,0.250566,3.476251,0.310466,0.005098,0.093173,0.068803,0.002013,3.165149,3.159640,0.190404,0.331249,0.001529,0.000132,0.000034,0.002344,0.000019,0.000009,0.032849,0.107146,0.000966,0.001525,0.025960,0.000073,0.000957,0.000035,0.000025,0.521448,1.870632,1.870590,1.696253,0.693886,0.138313,0.994847,0.047851,0.173698,0.162421,0.003068,0.083876,0.000303,0.004746,0.275145,0.016777,0,0,0,0,0,0,0
cuda,BartForCausalLM,4,2.126319,2.022249,1.067838,0.462441,0.062317,0.087964,0.248422,0.022716,0.901716,0.120761,0.118934,0.007244,0.000035,0.000851,0.000022,0.053161,0.000634,0.000273,0.047765,0.032751,0.021037,0.000401,0.098397,0.000242,0.099315,0.023630,0.008580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,OPTForCausalLM,2,8.499123,8.385102,1.090541,0.447584,0.074737,0.091257,0.258182,0.026440,7.232637,0.116472,0.114917,0.008097,0.000036,0.000880,0.000022,6.413800,0.408261,4.509225,0.383190,0.010030,0.018152,0.196989,0.002103,4.125118,4.116927,0.284266,0.908121,0.002860,0.000168,0.000048,0.001275,0.000018,0.000010,0.037338,0.196690,0.001754,0.002630,0.065364,0.000094,0.001620,0.000038,0.000026,0.736189,1.798923,1.798875,1.592654,0.461657,0.148666,1.119092,0.052218,0.204862,0.189232,0.002586,0.104615,0.000365,0.005257,0.207248,0.007623,0,0,0,0,0,0,0
cuda,BertForMaskedLM,16,2.241223,2.107044,1.132405,0.444685,0.056387,0.091834,0.286514,0.018235,0.921087,0.118365,0.116899,0.006693,0.000031,0.000739,0.000022,0.047265,0.000759,0.000308,0.018887,0.003047,0.000502,0.126070,0.000566,0.005044,0.009010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,LayoutLMForMaskedLM,16,11.238977,11.106419,1.285122,0.578622,0.075194,0.092666,0.282412,0.025538,9.756274,0.118173,0.116805,0.007287,0.000026,0.000937,0.000021,8.927546,0.642997,5.937319,0.679820,0.018513,0.027233,0.399138,0.062856,5.256398,5.245497,0.450750,0.904848,0.004416,0.000272,0.000044,0.005469,0.000027,0.000010,0.037172,0.291477,0.002486,0.003485,0.068534,0.000109,0.002283,0.000043,0.000027,0.902295,2.539332,2.539277,2.382192,1.061558,0.125218,1.309124,0.060511,0.155918,0.138432,0.003877,0.124830,0.000329,0.004827,0.503051,0.007398,0,0,0,0,0,0,0
cuda,LayoutLMForMaskedLM,16,11.367623,11.232804,1.393407,0.616452,0.078597,0.104700,0.317250,0.026225,9.772716,0.117037,0.115560,0.008111,0.000031,0.000967,0.000023,8.932394,0.646393,5.720380,0.636052,0.017537,0.025750,0.364596,0.064861,5.083224,5.071545,0.445844,0.903748,0.003370,0.000234,0.000036,0.005163,0.000020,0.000009,0.036214,0.295079,0.002140,0.003264,0.066855,0.000091,0.001948,0.000039,0.000027,0.895446,2.370761,2.370710,2.280073,0.946107,0.123463,1.322327,0.060338,0.089814,0.071127,0.003862,0.126708,0.000330,0.005298,0.462293,0.006355,0,0,0,0,0,0,0
cuda,PLBartForCausalLM,8,5.390542,5.317515,0.634572,0.269260,0.032974,0.059644,0.160548,0.013216,4.647925,0.115954,0.114578,0.005147,0.000026,0.000463,0.000021,4.041216,0.245444,2.859725,0.387586,0.007103,0.011041,0.222468,0.001270,2.471544,2.465694,0.191125,0.246936,0.001738,0.000117,0.000041,0.002175,0.000019,0.000010,0.024913,0.077185,0.000968,0.001492,0.022893,0.000108,0.001077,0.000040,0.000028,0.422560,1.376578,1.376527,0.747677,0.199966,0.050411,0.540924,0.026827,0.627939,0.618618,0.003910,0.002167,0.067649,0.000545,0.006994,0.042205,0.003590,0,0,0,0,0,0
cuda,PegasusForCausalLM,32,1.978494,1.877011,0.972522,0.388739,0.060007,0.091880,0.245072,0.022443,0.853312,0.116406,0.114941,0.006421,0.000026,0.000779,0.000020,0.054516,0.000680,0.000272,0.048468,0.033407,0.021908,0.000309,0.096001,0.000265,0.004909,0.019633,0.004648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,M2M100ForConditionalGeneration,16,17.782745,17.545507,2.523969,1.135839,0.161298,0.196446,0.534760,0.056229,14.895388,0.117376,0.115776,0.013599,0.000032,0.001965,0.000024,13.543289,1.074893,8.450198,0.848766,0.027629,0.044591,0.578573,0.004537,7.599291,7.578342,0.744208,0.937550,0.005817,0.000411,0.000035,0.004497,0.000022,0.000010,0.043685,0.354104,0.003757,0.005534,0.080513,0.000093,0.003468,0.000039,0.000027,1.714833,3.203041,3.202985,3.158476,1.420590,0.335501,1.714225,0.127226,0.042864,0.008143,0.002600,0.219130,0.000736,0.004929,0.110930,0.015101,0,0,0,0,0,0,0
cuda,M2M100ForConditionalGeneration,16,17.879487,17.654852,2.537398,1.156460,0.163225,0.195386,0.532888,0.056472,14.995047,0.119625,0.117876,0.012810,0.000039,0.001979,0.000023,13.613724,1.096164,8.446965,0.843040,0.028878,0.045904,0.570825,0.004557,7.601784,7.580857,0.739282,0.937984,0.005737,0.000402,0.000037,0.004485,0.000023,0.000011,0.043671,0.356733,0.003761,0.005355,0.082474,0.000103,0.003420,0.000040,0.000027,1.711547,3.213709,3.213655,3.172722,1.436250,0.336046,1.714182,0.123427,0.039785,0.007976,0.002544,0.209684,0.000671,0.005223,0.146032,0.014332,0,0,0,0,0,0,0
cuda,RobertaForCausalLM,16,8.382814,8.255923,1.113005,0.423176,0.056342,0.093419,0.287590,0.019736,7.088459,0.116545,0.114927,0.008088,0.000027,0.000755,0.000022,6.315161,0.462987,4.265150,0.895075,0.008593,0.033588,0.314814,0.002226,3.369155,3.359083,0.331188,0.442332,0.002956,0.000190,0.000034,0.001225,0.000018,0.000010,0.034241,0.153946,0.001830,0.002579,0.036759,0.000095,0.001690,0.000038,0.000026,0.758252,1.415821,1.415771,1.256338,0.364634,0.097635,0.881068,0.052095,0.158213,0.142437,0.002576,0.120281,0.000306,0.007164,0.074337,0.005320,0,0,0,0,0,0,0
cuda,MBartForCausalLM,4,7.979940,7.879669,0.972236,0.387382,0.060315,0.093005,0.245372,0.022910,6.850937,0.117073,0.115718,0.007656,0.000029,0.000806,0.000020,6.043876,0.438890,4.056432,0.701810,0.013339,0.020663,0.249024,0.002013,3.353747,3.344299,0.333262,0.437165,0.002549,0.000193,0.000032,0.004007,0.000020,0.000010,0.030483,0.149338,0.001631,0.002354,0.037824,0.000076,0.001487,0.000042,0.000026,0.743669,1.431357,1.431316,1.268526,0.391863,0.136530,0.866398,0.050429,0.161625,0.146339,0.004724,0.002351,0.094235,0.000443,0.004499,0.029503,0.005654,0,0,0,0,0,0
cuda,MBartForCausalLM,4,8.293096,8.186322,1.041760,0.416069,0.063026,0.100628,0.267014,0.024996,7.083484,0.117315,0.115261,0.007911,0.000054,0.000860,0.000026,6.302504,0.447855,4.157611,0.830764,0.013381,0.020462,0.254262,0.002075,3.325813,3.316018,0.340069,0.466767,0.002546,0.000199,0.000036,0.003946,0.000020,0.000010,0.030982,0.172743,0.001643,0.002577,0.037554,0.000102,0.001509,0.000039,0.000027,0.768303,1.330890,1.330830,1.296640,0.401433,0.140770,0.883969,0.052156,0.033352,0.016825,0.004940,0.002131,0.100108,0.000523,0.084420,0.023982,0.069172,0,0,0,0,0,0
cuda,AlbertForMaskedLM,4,1.637883,1.586678,0.960996,0.497119,0.041192,0.039041,0.104333,0.015101,0.597007,0.115442,0.114019,0.007048,0.000034,0.000676,0.000020,0.059305,0.000867,0.000343,0.051503,0.040165,0.025312,0.000479,0.046009,0.000741,0.005440,0.089713,0.005210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,T5ForConditionalGeneration,4,14.091724,13.939327,1.685717,0.811527,0.096944,0.072347,0.257384,0.030138,12.188704,0.118640,0.117289,0.010105,0.000028,0.001336,0.000021,11.466078,1.251734,7.335243,1.452861,0.028330,0.032690,0.871057,0.001288,5.881241,5.869182,0.493488,0.308002,0.004593,0.000292,0.000033,0.008225,0.000020,0.000018,0.166977,0.002655,0.002153,0.003129,0.049133,0.000078,0.002131,0.000044,0.000025,1.078594,3.619913,3.619864,3.075780,0.686623,0.272887,2.377006,0.731437,0.542528,0.523937,0.009612,0.005537,0.139967,0.000196,0.005604,0.407035,0.017261,0,0,0,0,0,0
cuda,MT5ForConditionalGeneration,16,4.005069,3.810858,2.622784,1.436083,0.139831,0.098608,0.349780,0.043105,1.098738,0.117228,0.115660,0.014055,0.000030,0.001942,0.000025,0.248891,0.001433,0.000547,0.234294,0.029856,0.180236,0.000410,0.177905,0.000269,0.003854,0.050983,0.009625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,MT5ForConditionalGeneration,16,3.823195,3.633437,2.650402,1.447031,0.141315,0.100589,0.355256,0.043563,0.893044,0.116801,0.115228,0.013834,0.000031,0.001901,0.000023,0.088613,0.001274,0.000468,0.074581,0.005868,0.044799,0.000360,0.172405,0.000434,0.072096,0.047878,0.009999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,T5Small,4,3.039433,2.899553,1.745252,0.836749,0.098960,0.078185,0.273274,0.030711,1.089504,0.114370,0.112721,0.010886,0.000030,0.001397,0.000021,0.396155,0.001586,0.000593,0.080975,0.016603,0.044512,0.003973,0.000448,0.129548,0.000486,0.003869,0.141642,0.014106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,MegatronBertForCausalLM,4,3.820847,3.614105,2.317994,0.887069,0.128812,0.143854,0.466871,0.042148,1.195671,0.115350,0.113989,0.009867,0.000027,0.001514,0.000021,0.055430,0.000658,0.000245,0.027386,0.002664,0.000390,0.194374,0.000240,0.004645,0.008316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,AllenaiLongformerBase,4,6.994043,6.038393,5.440184,3.683849,0.298380,0.132831,0.454890,0.713638,0.206277,0.004529,0.116865,1.094042,0.116541,0.114837,0.017807,0.000098,0.002717,0.000077,0.080034,0.003186,0.001340,0.037987,0.010924,0.010351,0.005799,0.010677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,MegatronBertForCausalLM,4,3.969137,3.753021,2.457182,0.906234,0.128919,0.149072,0.480565,0.041855,1.194266,0.113959,0.112523,0.010568,0.000033,0.001555,0.000022,0.076255,0.000595,0.000224,0.045584,0.019255,0.000516,0.203283,0.000293,0.014299,0.008577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,BartForCausalLM,4,2.098720,1.986620,1.045944,0.451998,0.061685,0.087007,0.244778,0.022100,0.887221,0.116928,0.115547,0.006488,0.000025,0.000760,0.000021,0.054194,0.000647,0.000242,0.048580,0.033912,0.021548,0.000482,0.104628,0.000338,0.005964,0.020449,0.005108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,MobileBertForMaskedLM,128,7.363834,6.880441,3.907114,1.421171,0.228040,0.357433,1.082813,0.081520,2.717297,0.115266,0.113840,0.018315,0.000027,0.003119,0.000021,0.111780,0.001315,0.000524,0.097340,0.036986,0.036110,0.022109,0.448469,0.000195,0.005289,0.082768,0.022709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,TrOCRForCausalLM,32,9.951489,9.851582,1.189107,0.527419,0.078250,0.091034,0.245313,0.028278,8.604721,0.115519,0.114083,0.007505,0.000027,0.000959,0.000021,7.802744,0.600660,5.008870,0.676856,0.016859,0.027933,0.471222,0.001908,4.331067,4.321197,0.333142,0.801301,0.002762,0.000189,0.000031,0.005103,0.000021,0.000010,0.032006,0.287274,0.001688,0.002507,0.059846,0.000081,0.001540,0.000038,0.000027,0.713090,2.074708,2.074665,1.860427,0.393124,0.092983,1.455671,0.055695,0.213087,0.191885,0.003838,0.002693,0.091129,0.000332,0.007324,0.153189,0.004854,0,0,0,0,0,0
cuda,BertForMaskedLM,16,2.155866,2.032175,1.098099,0.435840,0.055357,0.088270,0.274196,0.017493,0.883422,0.117446,0.116041,0.006079,0.000025,0.000690,0.000019,0.044681,0.000755,0.000301,0.017645,0.003060,0.000379,0.117594,0.000422,0.005043,0.004881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,OPTForCausalLM,2,2.383551,2.275978,1.051414,0.432848,0.073003,0.087292,0.245377,0.025430,1.170087,0.115934,0.114516,0.007423,0.000027,0.000877,0.000020,0.369051,0.000643,0.000221,0.362545,0.002615,0.344290,0.000390,0.099297,0.000593,0.095431,0.005167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,OPTForCausalLM,2,2.150353,2.030760,1.087812,0.449728,0.074788,0.090894,0.256683,0.026245,0.884745,0.117420,0.115842,0.008038,0.000032,0.000904,0.000021,0.065984,0.000634,0.000230,0.059355,0.002733,0.040774,0.000360,0.108682,0.001236,0.080907,0.006473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,PLBartForCausalLM,8,1.442609,1.370229,0.635692,0.268435,0.033232,0.060294,0.161030,0.014108,0.697756,0.117457,0.116081,0.005296,0.000027,0.000484,0.000020,0.048384,0.000578,0.000220,0.044214,0.034196,0.022933,0.000343,0.068961,0.000132,0.005045,0.021551,0.002855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,PLBartForCausalLM,8,1.453602,1.386361,0.652743,0.273352,0.033226,0.062244,0.167367,0.013893,0.698128,0.117186,0.115475,0.005540,0.000027,0.000471,0.000020,0.048375,0.000542,0.000213,0.043896,0.033698,0.022181,0.000360,0.062994,0.000151,0.005595,0.021909,0.002991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,PegasusForCausalLM,32,1.993560,1.888386,1.003924,0.398797,0.060835,0.095737,0.255865,0.023438,0.831062,0.114472,0.112826,0.006894,0.000028,0.000809,0.000020,0.056281,0.000779,0.000298,0.049633,0.034116,0.021970,0.000396,0.099169,0.000325,0.005354,0.019820,0.005004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,XGLMForCausalLM,8,20.288790,20.117829,2.595598,1.002587,0.161213,0.157630,0.437357,0.053714,17.416507,0.120547,0.118518,0.012536,0.000030,0.002006,0.000023,16.249213,1.234393,10.674421,0.921874,0.034385,0.047254,0.633811,0.005284,9.750470,9.730671,0.749553,2.086674,0.005824,0.000421,0.000033,0.009842,0.000024,0.000010,0.309170,0.575558,0.003859,0.005438,0.186296,0.000101,0.003496,0.000039,0.000028,2.196212,3.805853,3.805802,3.710874,1.044634,0.329410,2.645832,0.112371,0.093366,0.065266,0.003852,0.154957,0.000164,0.088078,0.159252,0.017990,0,0,0,0,0,0,0
cuda,BlenderbotForCausalLM,4,3.455959,3.281324,2.005490,0.757865,0.118207,0.143844,0.425819,0.040535,1.185652,0.118566,0.117206,0.009454,0.000027,0.001468,0.000022,0.081971,0.000767,0.000291,0.073679,0.048396,0.025297,0.000386,0.164644,0.000289,0.048693,0.068567,0.010172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,PegasusForCausalLM,32,1.984685,1.880104,0.992534,0.394743,0.060210,0.095474,0.254302,0.023527,0.833446,0.115200,0.113674,0.007267,0.000028,0.000822,0.000021,0.058789,0.000728,0.000284,0.052155,0.036023,0.023032,0.000359,0.097348,0.000414,0.029400,0.021288,0.004907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,RobertaForCausalLM,16,2.138254,2.001632,1.078856,0.412158,0.055665,0.089228,0.274914,0.019756,0.867703,0.116351,0.114936,0.007758,0.000028,0.000736,0.000021,0.048798,0.000673,0.000273,0.019678,0.003120,0.000402,0.127720,0.000160,0.005541,0.005284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,RobertaForCausalLM,16,2.128907,2.003325,1.109745,0.424139,0.055927,0.093299,0.286806,0.019574,0.839737,0.115061,0.113506,0.008166,0.000030,0.000759,0.000021,0.049339,0.000671,0.000268,0.018683,0.003013,0.000497,0.118973,0.000102,0.005643,0.005009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,T5ForConditionalGeneration,4,3.754961,3.612633,2.227009,1.071471,0.125522,0.101178,0.347996,0.039374,1.306381,0.164257,0.162640,0.014018,0.000041,0.001833,0.000022,0.440358,0.001717,0.000666,0.426986,0.360774,0.046519,0.003859,0.000429,0.131911,0.000318,0.020340,0.132714,0.014000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,T5ForConditionalGeneration,4,2.892710,2.744990,1.698762,0.819839,0.097735,0.074863,0.260786,0.030249,0.980889,0.112856,0.111416,0.010169,0.000027,0.001363,0.000021,0.291594,0.001211,0.000457,0.280605,0.217729,0.044359,0.004061,0.000432,0.135237,0.000364,0.033340,0.140230,0.017752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,XLNetLMHeadModel,8,29.399940,29.240695,3.157376,2.145487,0.115008,0.148444,0.391888,0.040787,25.994243,0.118646,0.117175,0.013066,0.000032,0.001607,0.000022,24.885357,2.468140,13.905027,2.768891,0.060847,0.084798,2.238016,0.130315,11.132693,11.097793,1.669727,0.781811,0.012185,0.000812,0.000036,0.011854,0.000025,0.000010,0.057781,0.204348,0.006882,0.084411,0.082058,0.000098,0.005798,0.000044,0.000027,2.973942,4.628314,4.628255,4.571500,1.761389,1.041275,2.786273,0.143522,0.055287,0.023712,0.003738,0.144600,0.000566,0.005058,0.145084,0.011669,0,0,0,0,0,0,0
cuda,T5Small,4,2.910431,2.770791,1.685171,0.812265,0.096294,0.073496,0.257438,0.033563,1.018919,0.117532,0.116175,0.011440,0.000030,0.001593,0.000022,0.291808,0.001484,0.000559,0.074699,0.012120,0.043251,0.003765,0.000332,0.130052,0.000372,0.003710,0.134607,0.014376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,T5Small,4,2.911331,2.771179,1.691844,0.815240,0.097754,0.073706,0.259868,0.030256,1.015502,0.116098,0.114657,0.010202,0.000028,0.001354,0.000020,0.286804,0.001208,0.000453,0.275465,0.213572,0.043447,0.003683,0.000340,0.130452,0.000289,0.003774,0.142976,0.015930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,TrOCRForCausalLM,32,2.239132,2.139576,1.240733,0.549130,0.080391,0.095722,0.260193,0.029274,0.838908,0.116417,0.114206,0.007795,0.000033,0.000944,0.000023,0.056612,0.000805,0.000308,0.050535,0.034189,0.021020,0.000437,0.090835,0.000281,0.005106,0.023266,0.005291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,TrOCRForCausalLM,32,2.218826,2.116574,1.178905,0.520279,0.078268,0.091002,0.246695,0.027960,0.879175,0.116036,0.114492,0.007502,0.000033,0.000938,0.000022,0.058499,0.000762,0.000283,0.052748,0.037023,0.023357,0.000458,0.092283,0.000385,0.004594,0.023371,0.005587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,YituTechConvBert,16,15.911665,15.741895,1.796967,0.888763,0.096749,0.121440,0.369701,0.034763,13.863916,0.115309,0.113645,0.009654,0.000029,0.001338,0.000021,12.604577,1.025479,8.177331,1.294372,0.035672,0.039761,0.576137,0.003146,6.881311,6.864367,0.556981,0.809661,0.005503,0.000312,0.000034,0.007711,0.000021,0.000010,0.175197,0.209737,0.003245,0.004343,0.083445,0.000097,0.002808,0.000037,0.000027,1.396176,3.472943,3.472893,3.050492,1.264156,0.710639,1.769942,0.105757,0.420976,0.398919,0.008212,0.009737,0.155476,0.000701,0.004376,0.774045,0.016415,0,0,0,0,0,0
cuda,XGLMForCausalLM,8,3.865385,3.683440,2.379942,0.960413,0.153789,0.145968,0.404882,0.051345,1.198129,0.119768,0.118430,0.011866,0.000028,0.001834,0.000022,0.064663,0.000904,0.000361,0.032664,0.003680,0.000479,0.162380,0.000137,0.005791,0.008911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,XGLMForCausalLM,8,3.860953,3.679628,2.379733,0.964419,0.155704,0.150695,0.413130,0.051216,1.195145,0.118138,0.116829,0.012783,0.000028,0.001837,0.000021,0.064969,0.000891,0.000361,0.032892,0.003637,0.000377,0.160924,0.000181,0.005559,0.009024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,XLNetLMHeadModel,8,4.561135,4.414715,3.163465,2.142663,0.116712,0.149343,0.394541,0.040888,1.159578,0.117216,0.115640,0.013166,0.000030,0.001641,0.000022,0.068113,0.000944,0.000393,0.035712,0.003829,0.000460,0.135101,0.000404,0.121242,0.012214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuda,openai/whisper-tiny,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
